id,text,target
6413,suicide bomber kills saudi security site mosque reuters,1
6414,suicide bomber kills saudi security site mosque reuters,1
6415,abu bara suicide bomber targets saudi mosque least dead suicide bomber targets saudi mosque least dead is ridiculous,1
6416,suicide bomber kills saudi security site mosque reuters,1
6417,de suicide bomber kills saudi security site mosque reuters,1
6418,suicide bomber kills than dozen saudi mosque saudi arabia started experiencing terrorist,1
6419,suicide bomber kills saudi mosque,1
6420,suicide bomber kills saudi security site mosque meccano,1
6421,claims suicide bombing saudi police islamic group suicide bomber thursday detonated an,1
6422,bbc laura is one talking risk suicide bomber hiding the migrants stowing aboard the euro tunnel trains,1
6423,liked couture video noah ta suicide sticky bomber ta online funny moments,0
6424,claims suicide bombing saudi police riyadh afp islamic group suicide bomber thur sd,1
6425,suicide bomber kills than dozen saudi mosque saudi arabia started experiencing terrorist,1
6426,suicide bomber kills saudi security site mosque news,1
6427,suicide bomber kills saudi security site mosque reuters,1
6428,was taught school the that piracy slavery suicide bombing purely historical one expected to occur,1
6429,suicide bombing sure killed people turkey launches airstrips is il kurdistan workers party camps iraq,1
6430,daisy cutter to grog party tony burke been lessons suicide bombing his imam,1
6431,son of bob bob jimmy fab trick die id agree the chopping heads throwing gays rooftops amp suicide bombing start,1
6432,suicide bombing dae sh rightly despicable suicide bombing scala marxism share values,1
6433,lt dead kuwait mosque suicide bombing claimed is is offshoot,1
6434,suicide bombing just fear dying,1
6435,suicide bombing location named premonitions,1
6436,jew had it is amazing think thought suicide bombing actually idea,1
6437,security personnel killed iraq suicide bombing,1
6438,turkish troops killed kurdish militant suicide attack,1
6439,remembering rebecca rog the philippines murdered hamas terrorists the suicide bombing egged bus no,1
6440,info graphic least turkish security officials killed pkk is is terror attacks sure suicide bombing,1
6441,malik and the police officer produced kp died suicide bombing jan was than brother me kp police,1
6442,bout go suicide bombing,1
6443,lt suicide bombing european union car kills least in kabul,1
6444,ray qu aha rk are christian terrorists be but dont suicide bombing employed as is islamic groups,1
6445,turkish troops killed kurdish militant suicide attack,1
6446,turkish troops killed kurdish militant suicide attack,1
6447,alleged driver kuwait attack joined dae sh day the june suicide bombing confesses court,1
6448,haji hunter middle east eye some mu zz ies spontaneously combat like allah suicide bombing as pay back,1
6449,number security officials killed pkk terror attacks the sure suicide bombing reached,1
6450,suicide bombing location named premonitions,1
6451,ergo gans bloody gambit july suicide bombing turkey the lives socialists sure share hold,1
6452,kurd suicide attack kills turkish soldiers,1
6453,nbc politics russia that fired look happened bombing marine barracks suicide bombers attacks world sites,1
6454,meek mill join is is he loves suicide bombing career no reason,0
6455,imagine school suicide bombing being taught teachers say the students pay,1
6456,turkish troops killed kurdish militant suicide attack,1
6457,the bombing would to hard kiri know commit suicide hiroshima ago,1
6458,remembering mordechai yehuda friedman raman be it she mesh murdered hamas terrorists the suicide bombing egged bus no,1
6459,remembering marlene menachem mo shah flu fa murdered hamas terrorists the suicide bombing egged bus no,1
6460,the major reason suicide bombing the absence sexual interactions,1
6461,wasnt warship sunk cnn on cnn iranian warship weapon helicopter official,1
6462,literally sunk we back ty school exactly week,0
6463,peeped front in was the jeep sunk the seat tinted heat beats bump in,0
6464,british diver neil anthony fears dead the wreck steamship daily mail,1
6465,them the and half sunk shattered visage lies,1
6466,aquarium ornament wreck sailing boat sunk ship destroyer fish tank cave decor read,1
6467,ph yr ive following this sunk cost fallacy some thin,0
6468,descended sunk it be the shadowed land the crest striking cobra landing harshly his torch,0
6469,if capsize your thighs tide you sunk battleship gt,0
6470,not sunk that leave school month,0
6471,still has nt sunk that will see nan how it months,0
6472,japan fu so class battleship yamashiro naval cover photo cachet sunk wwii,1
6473,bla aaaaa said he sunk face your stomach it vibrate resolute vanity,0
6474,has nt sunk that saw johnny marr primal scream in space hours sunday,0
6475,code mew you regular master packs rt sunk mil credits light dint pull one you about odds,0
6476,yup has nt sunk in,0
6477,saint robin ho has be the bottom every league tonight demonstrated the lions where are sunk,1
6478,still has nt sunk that ive met idol,0
6479,untamed dire wolf wow alright sans shook head blinked rapidly the information sunk in really dont what,0
6480,ben affleck respected and you your talent guess still but human you ve sunk low mr affleck,0
6481,upon time fact decided go university hours actually sunk,0
6482,arrest pastor ganga so worrying how police officers kenya sunk low the of collaborating pick pockets,0
6483,time me sews know still has nt sunk,0
6484,feeling lonely ness sunk me strange depressing feeling,0
6485,may just week from school dont the idea me senior really sunk yet,0
6486,getting car wow has nt sunk,0
6487,football back weekend just sunk,0
6488,direction taking break this album heart sunk hurts im upset deserve break heart hurts,0
6489,aquarium ornament wreck sailing boat sunk ship destroyer fish tank cave decor read,1
6490,courts reputation prestige sunk lower prosser has served the court has,0
6491,ltd lip he sunk the bed arms crossed head he watched captain on his body resolute shield,0
6492,she khan gupta mix irs sharma time tv channels realised levels have sunk trp ads it become mockery,0
6493,bon homme couldnt have sunk sub,0
6494,like never left just sunk the background,0
6495,unreal touch fuck sake john jesus heart sunk,1
6496,silver star felt bad romero cared mental stuff sunk career worry thing happen hutch bluejays,0
6497,has sunk except fact actually moving the colorado tomorrow dreaming of it kid,0
6498,damn really uk center has nt sunk yet,0
6499,seven seas wreck the gianni sunk hitting submerged reef the,1
6500,hank williams jr country boys survive official music video couture,0
6501,parental experience help coral offspring survive climate change preconditioning adult corals increased,0
6502,lucy palladio dont any classes and not if ill able survive,0
6503,have final tomorrow ish stressful ill survive,0
6504,ahh forgot headphones am supposed survive day music ay hh hh hd jj jr jr dj ek,0
6505,to survive escape martial law,0
6506,to survive the markets oil investing money trading for ex gold silver business,0
6507,much shit happened wwf dk survive thru all,1
6508,todays staff meeting the teacher version survive too true,0
6509,will survive dor ri an,0
6510,survive tonight couldnt change thing,0
6511,all affiliate marketers to survive online affiliate marketer always,0
6512,dont fun them trying survive such racist elitist country,0
6513,learn grow become stronger and survive trials which we must pass thomas monsoon lds mormon,0
6514,country him survive,1
6515,will survive gloria gaynor octavian devi,1
6516,escaping captors the st step she survive deadly storm amp wild looking recluse betrayed books,1
6517,dream saw way survive you full joy,0
6518,stylishly unique houses might you survive zombie apocalypse,0
6519,going three separated have to know you will leave him amp that survive,0
6520,realized honestly survive these glasses lol,0
6521,me survive zombie apocalypse the zombie fun on november th team survivors zombie fun run,0
6522,mocha chi iii his age zero impossible me ww survive day meat we,0
6523,survive,0
6524,fight fate you cant survive alone cant but notice almost like definition who am,0
6525,dd news live it ish kumar rvi nd ke jr wal survive referring are nora modi mr modi are zeros,0
6526,adrienne to mah did people survive that,0
6527,it every level life expecting to buy and survive my limited pocket money,0
6528,auto insurance industry clueless driverless cars health insurance,1
6529,survive ill you tomorrow,0
6530,auto insurance industry clueless driverless cars markets money times,0
6531,suicide superpower america survive by patrick buchan,0
6532,survived tube strike the person office reaching home are better navigating strikes,0
